"return" "time"
"450" 0.00105885980934319 1996-10-10
"451" 0.00523824683126275 1996-10-11
"452" 0.00816713872197457 1996-10-14
"453" -0.000745485240073398 1996-10-15
"454" -0.00800757207503357 1996-10-16
"455" 0.00616699593519625 1996-10-17
"456" 0.0089694624100942 1996-10-18
"457" 0.00893918326920233 1996-10-21
"458" -0.00758724286673841 1996-10-22
"459" 0.00202224785584327 1996-10-23
"460" 0.00246128367040604 1996-10-24
"461" 0.00186592245556863 1996-10-25
"462" -0.0028917390867956 1996-10-28
"463" 0.0174007394575444 1996-10-29
"464" 0.0109188775028159 1996-10-30
"465" 0.00635634760603485 1996-10-31
"466" -0.00688604662216448 1996-11-01
"467" 0.00745979659716193 1996-11-04
"468" 0.0171824862499787 1996-11-05
"469" 0.0028931518456525 1996-11-06
"470" 0.000139578301516607 1996-11-07
"471" -0.00376830541971613 1996-11-08
"472" -0.00700479732215567 1996-11-11
"473" -0.00827688141001547 1996-11-12
"474" -0.00312972032154859 1996-11-13
"475" 0.0164113433338775 1996-11-14
"476" 0.0021996694075157 1996-11-15
"477" 0.00873258912427142 1996-11-18
"478" 0.0255080687285084 1996-11-19
"479" 0.00185086800710337 1996-11-20
"480" -0.0102284531765558 1996-11-21
"481" 0.0175726109028154 1996-11-22
"482" 0.027872253657567 1996-11-25
"483" -0.00922745146457912 1996-11-26
"484" -0.00276766134733732 1996-11-27
"485" 0.00753305190909476 1996-11-29
"486" -0.00970659944307708 1996-12-02
"487" -0.02251758262996 1996-12-03
"488" -0.0137709475579233 1996-12-04
"489" -0.0177302470534824 1996-12-05
"490" 0.00755349118020221 1996-12-06
"491" 0.00846868523395461 1996-12-09
"492" -0.000871881007557525 1996-12-10
"493" -0.0133651437148796 1996-12-11
"494" -0.0211805556621014 1996-12-12
"495" -0.00675320622999064 1996-12-13
"496" -0.00857074314238234 1996-12-16
"497" 0.0256930241578113 1996-12-17
"498" -0.00447310855218384 1996-12-18
"499" 0.0378848795390003 1996-12-19
"500" 0.00797485070059809 1996-12-20
"501" -0.00144668966706133 1996-12-23
"502" -0.00194686861739437 1996-12-24
"503" 0.00911810657782347 1996-12-26
"504" -0.00121375592018389 1996-12-27
"505" 0.00418579949075614 1996-12-30
"506" -0.0278337796749751 1996-12-31
"507" -0.0111111461451215 1997-01-02
"508" 0.0095575909182827 1997-01-03
"509" -0.00420247086088197 1997-01-06
"510" -0.000324601848460027 1997-01-07
"511" 0.0128501963667216 1997-01-08
