ENFORCEMENT_SPACE_CODE,LOCATION_DESCRIPTION,SITE_CODE,ACTIVE_STATUS,CAMERA_STATUS,START_DATE,END_DATE,DEVICE_MOBILITY,ENFORCEMENT_TYPE,SPEED_LIMIT,CAMERA_LATITUDE,CAMERA_LONGITUDE,CAMERA_EASTING,CAMERA_NORTHING,OBJECTID,GLOBALID,WARD,ANC,SMD
Bus_23,,,Active,Live,,,,Bus Lane,,,,,,151983,{27076D15-FCF4-778E-E063-782F520A63DA},,,
Bus_24,,,Active,Live,,,,Bus Lane,,,,,,151984,{27076D15-FCF5-778E-E063-782F520A63DA},,,
Bus_25,,,Active,Live,,,,Bus Lane,,,,,,151985,{27076D15-FCF6-778E-E063-782F520A63DA},,,
Bus_26,,,Active,Live,,,,Bus Lane,,,,,,151986,{27076D15-FCF7-778E-E063-782F520A63DA},,,
Bus_27,,,Active,Live,,,,Bus Lane,,,,,,151987,{27076D15-FCF8-778E-E063-782F520A63DA},,,
Bus_28,,,Active,Live,,,,Bus Lane,,,,,,151988,{27076D15-FCF9-778E-E063-782F520A63DA},,,
Bus_29,,,Active,Live,,,,Bus Lane,,,,,,151989,{27076D15-FCFA-778E-E063-782F520A63DA},,,
Bus_30,,,Active,Live,,,,Bus Lane,,,,,,151990,{27076D15-FCFB-778E-E063-782F520A63DA},,,
Bus_31,,,Active,Live,,,,Bus Lane,,,,,,151991,{27076D15-FCFC-778E-E063-782F520A63DA},,,
Bus_32,,,Active,Live,,,,Bus Lane,,,,,,151992,{27076D15-FCFD-778E-E063-782F520A63DA},,,
Bus_33,,,Active,Live,,,,Bus Lane,,,,,,151993,{27076D15-FCFE-778E-E063-782F520A63DA},,,
Bus_34,,,Active,Live,,,,Bus Lane,,,,,,151994,{27076D15-FCFF-778E-E063-782F520A63DA},,,
Bus_35,,,Active,Live,,,,Bus Lane,,,,,,151995,{27076D15-FD00-778E-E063-782F520A63DA},,,
Bus_36,,,Active,Live,,,,Bus Lane,,,,,,151996,{27076D15-FD01-778E-E063-782F520A63DA},,,
Bus_37,,,Active,Live,,,,Bus Lane,,,,,,151997,{27076D15-FD02-778E-E063-782F520A63DA},,,
Bus_38,,,Active,Live,,,,Bus Lane,,,,,,151998,{27076D15-FD03-778E-E063-782F520A63DA},,,
Bus_39,,,Active,Live,,,,Bus Lane,,,,,,151999,{27076D15-FD04-778E-E063-782F520A63DA},,,
Bus_40,,,Active,Live,,,,Bus Lane,,,,,,152000,{27076D15-FD05-778E-E063-782F520A63DA},,,
Bus_41,,,Active,Live,,,,Bus Lane,,,,,,152001,{27076D15-FD06-778E-E063-782F520A63DA},,,
Bus_42,,,Active,Live,,,,Bus Lane,,,,,,152002,{27076D15-FD07-778E-E063-782F520A63DA},,,
Bus_43,,,Active,Live,,,,Bus Lane,,,,,,152003,{27076D15-FD08-778E-E063-782F520A63DA},,,
Bus_44,,,Active,Live,,,,Bus Lane,,,,,,152004,{27076D15-FD09-778E-E063-782F520A63DA},,,
Bus_45,,,Active,Live,,,,Bus Lane,,,,,,152005,{27076D15-FD0A-778E-E063-782F520A63DA},,,
Bus_46,,,Active,Live,,,,Bus Lane,,,,,,152006,{27076D15-FD0B-778E-E063-782F520A63DA},,,
Bus_47,,,Active,Live,,,,Bus Lane,,,,,,152007,{27076D15-FD0C-778E-E063-782F520A63DA},,,
Bus_48,,,Active,Live,,,,Bus Lane,,,,,,152008,{27076D15-FD0D-778E-E063-782F520A63DA},,,
Bus_49,,,Active,Live,,,,Bus Lane,,,,,,152009,{27076D15-FD0E-778E-E063-782F520A63DA},,,
Bus_50,,,Active,Live,,,,Bus Lane,,,,,,152010,{27076D15-FD0F-778E-E063-782F520A63DA},,,
Bus_51,,,Active,Live,,,,Bus Lane,,,,,,152011,{27076D15-FD10-778E-E063-782F520A63DA},,,
Bus_52,,,Active,Live,,,,Bus Lane,,,,,,152012,{27076D15-FD11-778E-E063-782F520A63DA},,,
Bus_53,,,Active,Live,,,,Bus Lane,,,,,,152013,{27076D15-FD12-778E-E063-782F520A63DA},,,
Bus_54,,,Active,Live,,,,Bus Lane,,,,,,152014,{27076D15-FD13-778E-E063-782F520A63DA},,,
Bus_55,,,Active,Live,,,,Bus Lane,,,,,,152015,{27076D15-FD14-778E-E063-782F520A63DA},,,
Bus_56,,,Active,Live,,,,Bus Lane,,,,,,152016,{27076D15-FD15-778E-E063-782F520A63DA},,,
Bus_57,,,Active,Live,,,,Bus Lane,,,,,,152017,{27076D15-FD16-778E-E063-782F520A63DA},,,
Bus_58,,,Active,Live,,,,Bus Lane,,,,,,152018,{27076D15-FD17-778E-E063-782F520A63DA},,,
Bus_59,,,Active,Live,,,,Bus Lane,,,,,,152019,{27076D15-FD18-778E-E063-782F520A63DA},,,
Bus_60,,,Active,Live,,,,Bus Lane,,,,,,152020,{27076D15-FD19-778E-E063-782F520A63DA},,,
Bus_61,,,Active,Live,,,,Bus Lane,,,,,,152021,{27076D15-FD1A-778E-E063-782F520A63DA},,,
Bus_62,,,Active,Live,,,,Bus Lane,,,,,,152022,{27076D15-FD1B-778E-E063-782F520A63DA},,,
Bus_63,,,Active,Live,,,,Bus Lane,,,,,,152023,{27076D15-FD1C-778E-E063-782F520A63DA},,,
Bus_64,,,Active,Live,,,,Bus Lane,,,,,,152024,{27076D15-FD1D-778E-E063-782F520A63DA},,,
Bus_65,,,Active,Live,,,,Bus Lane,,,,,,152025,{27076D15-FD1E-778E-E063-782F520A63DA},,,
Bus_66,,,Active,Live,,,,Bus Lane,,,,,,152026,{27076D15-FD1F-778E-E063-782F520A63DA},,,
Bus_67,,,Active,Live,,,,Bus Lane,,,,,,152027,{27076D15-FD20-778E-E063-782F520A63DA},,,
Bus_68,,,Active,Live,,,,Bus Lane,,,,,,152028,{27076D15-FD21-778E-E063-782F520A63DA},,,
Bus_69,,,Active,Live,,,,Bus Lane,,,,,,152029,{27076D15-FD22-778E-E063-782F520A63DA},,,
Bus_70,,,Active,Live,,,,Bus Lane,,,,,,152030,{27076D15-FD23-778E-E063-782F520A63DA},,,
Bus_71,,,Active,Live,,,,Bus Lane,,,,,,152031,{27076D15-FD24-778E-E063-782F520A63DA},,,
Bus_72,,,Active,Live,,,,Bus Lane,,,,,,152032,{27076D15-FD25-778E-E063-782F520A63DA},,,
Bus_73,,,Active,Live,,,,Bus Lane,,,,,,152033,{27076D15-FD26-778E-E063-782F520A63DA},,,
Bus_74,,,Active,Live,,,,Bus Lane,,,,,,152034,{27076D15-FD27-778E-E063-782F520A63DA},,,
Bus_75,,,Active,Live,,,,Bus Lane,,,,,,152035,{27076D15-FD28-778E-E063-782F520A63DA},,,
Bus_76,,,Active,Live,,,,Bus Lane,,,,,,152036,{27076D15-FD29-778E-E063-782F520A63DA},,,
Bus_77,,,Active,Live,,,,Bus Lane,,,,,,152037,{27076D15-FD2A-778E-E063-782F520A63DA},,,
Bus_78,,,Active,Live,,,,Bus Lane,,,,,,152038,{27076D15-FD2B-778E-E063-782F520A63DA},,,
Bus_79,,,Active,Live,,,,Bus Lane,,,,,,152039,{27076D15-FD2C-778E-E063-782F520A63DA},,,
Bus_80,,,Active,Live,,,,Bus Lane,,,,,,152040,{27076D15-FD2D-778E-E063-782F520A63DA},,,
Bus_81,,,Active,Live,,,,Bus Lane,,,,,,152041,{27076D15-FD2E-778E-E063-782F520A63DA},,,
Bus_82,,,Active,Live,,,,Bus Lane,,,,,,152042,{27076D15-FD2F-778E-E063-782F520A63DA},,,
Bus_83,,,Active,Live,,,,Bus Lane,,,,,,152043,{27076D15-FD30-778E-E063-782F520A63DA},,,
Bus_84,,,Active,Live,,,,Bus Lane,,,,,,152044,{27076D15-FD31-778E-E063-782F520A63DA},,,
Bus_85,,,Active,Live,,,,Bus Lane,,,,,,152045,{27076D15-FD32-778E-E063-782F520A63DA},,,
Bus_86,,,Active,Live,,,,Bus Lane,,,,,,152046,{27076D15-FD33-778E-E063-782F520A63DA},,,
Bus_87,,,Active,Live,,,,Bus Lane,,,,,,152047,{27076D15-FD34-778E-E063-782F520A63DA},,,
Bus_88,,,Active,Live,,,,Bus Lane,,,,,,152048,{27076D15-FD35-778E-E063-782F520A63DA},,,
Bus_89,,,Active,Live,,,,Bus Lane,,,,,,152049,{27076D15-FD36-778E-E063-782F520A63DA},,,
Bus_90,,,Active,Live,,,,Bus Lane,,,,,,152050,{27076D15-FD37-778E-E063-782F520A63DA},,,
Bus_91,,,Active,Live,,,,Bus Lane,,,,,,152051,{27076D15-FD38-778E-E063-782F520A63DA},,,
Bus_92,,,Active,Live,,,,Bus Lane,,,,,,152052,{27076D15-FD39-778E-E063-782F520A63DA},,,
Bus_93,,,Active,Live,,,,Bus Lane,,,,,,152053,{27076D15-FD3A-778E-E063-782F520A63DA},,,
Bus_94,,,Active,Live,,,,Bus Lane,,,,,,152054,{27076D15-FD3B-778E-E063-782F520A63DA},,,
Bus_95,,,Active,Live,,,,Bus Lane,,,,,,152055,{27076D15-FD3C-778E-E063-782F520A63DA},,,
Bus_96,,,Active,Live,,,,Bus Lane,,,,,,152056,{27076D15-FD3D-778E-E063-782F520A63DA},,,
Bus_97,,,Active,Live,,,,Bus Lane,,,,,,152057,{27076D15-FD3E-778E-E063-782F520A63DA},,,
Bus_98,,,Active,Live,,,,Bus Lane,,,,,,152058,{27076D15-FD3F-778E-E063-782F520A63DA},,,
Bus_99,,,Active,Live,,,,Bus Lane,,,,,,152059,{27076D15-FD40-778E-E063-782F520A63DA},,,
Bus_100,,,Active,Live,,,,Bus Lane,,,,,,152060,{27076D15-FD41-778E-E063-782F520A63DA},,,
Bus_101,,,Active,Live,,,,Bus Lane,,,,,,152061,{27076D15-FD42-778E-E063-782F520A63DA},,,
Bus_102,,,Active,Live,,,,Bus Lane,,,,,,152062,{27076D15-FD43-778E-E063-782F520A63DA},,,
Bus_103,,,Active,Live,,,,Bus Lane,,,,,,152063,{27076D15-FD44-778E-E063-782F520A63DA},,,
Bus_104,,,Active,Live,,,,Bus Lane,,,,,,152064,{27076D15-FD45-778E-E063-782F520A63DA},,,
Bus_105,,,Active,Live,,,,Bus Lane,,,,,,152065,{27076D15-FD46-778E-E063-782F520A63DA},,,
Bus_106,,,Active,Live,,,,Bus Lane,,,,,,152066,{27076D15-FD47-778E-E063-782F520A63DA},,,
Bus_107,,,Active,Live,,,,Bus Lane,,,,,,152067,{27076D15-FD48-778E-E063-782F520A63DA},,,
Bus_108,,,Active,Live,,,,Bus Lane,,,,,,152068,{27076D15-FD49-778E-E063-782F520A63DA},,,
Bus_109,,,Active,Live,,,,Bus Lane,,,,,,152069,{27076D15-FD4A-778E-E063-782F520A63DA},,,
Bus_110,,,Active,Live,,,,Bus Lane,,,,,,152070,{27076D15-FD4B-778E-E063-782F520A63DA},,,
Bus_111,,,Active,Live,,,,Bus Lane,,,,,,152071,{27076D15-FD4C-778E-E063-782F520A63DA},,,
Bus_112,,,Active,Live,,,,Bus Lane,,,,,,152072,{27076D15-FD4D-778E-E063-782F520A63DA},,,
Bus_113,,,Active,Live,,,,Bus Lane,,,,,,152073,{27076D15-FD4E-778E-E063-782F520A63DA},,,
Bus_114,,,Active,Live,,,,Bus Lane,,,,,,152074,{27076D15-FD4F-778E-E063-782F520A63DA},,,
Bus_115,,,Active,Live,,,,Bus Lane,,,,,,152075,{27076D15-FD50-778E-E063-782F520A63DA},,,
Bus_116,,,Active,Live,,,,Bus Lane,,,,,,152076,{27076D15-FD51-778E-E063-782F520A63DA},,,
Bus_117,,,Active,Live,,,,Bus Lane,,,,,,152077,{27076D15-FD52-778E-E063-782F520A63DA},,,
Bus_118,,,Active,Live,,,,Bus Lane,,,,,,152078,{27076D15-FD53-778E-E063-782F520A63DA},,,
Bus_119,,,Active,Live,,,,Bus Lane,,,,,,152079,{27076D15-FD54-778E-E063-782F520A63DA},,,
Bus_120,,,Active,Live,,,,Bus Lane,,,,,,152080,{27076D15-FD55-778E-E063-782F520A63DA},,,
Bus_121,,,Active,Live,,,,Bus Lane,,,,,,152081,{27076D15-FD56-778E-E063-782F520A63DA},,,
Bus_122,,,Active,Live,,,,Bus Lane,,,,,,152082,{27076D15-FD57-778E-E063-782F520A63DA},,,
Bus_123,,,Active,Live,,,,Bus Lane,,,,,,152083,{27076D15-FD58-778E-E063-782F520A63DA},,,
Bus_124,,,Active,Live,,,,Bus Lane,,,,,,152084,{27076D15-FD59-778E-E063-782F520A63DA},,,
Bus_125,,,Active,Live,,,,Bus Lane,,,,,,152085,{27076D15-FD5A-778E-E063-782F520A63DA},,,
Bus_126,,,Active,Live,,,,Bus Lane,,,,,,152086,{27076D15-FD5B-778E-E063-782F520A63DA},,,
Bus_127,,,Active,Live,,,,Bus Lane,,,,,,152087,{27076D15-FD5C-778E-E063-782F520A63DA},,,
Bus_128,,,Active,Live,,,,Bus Lane,,,,,,152088,{27076D15-FD5D-778E-E063-782F520A63DA},,,
Bus_129,,,Active,Live,,,,Bus Lane,,,,,,152089,{27076D15-FD5E-778E-E063-782F520A63DA},,,
Bus_130,,,Active,Live,,,,Bus Lane,,,,,,152090,{27076D15-FD5F-778E-E063-782F520A63DA},,,
Bus_131,,,Active,Live,,,,Bus Lane,,,,,,152091,{27076D15-FD60-778E-E063-782F520A63DA},,,
Bus_132,,,Active,Live,,,,Bus Lane,,,,,,152092,{27076D15-FD61-778E-E063-782F520A63DA},,,
Bus_133,,,Active,Live,,,,Bus Lane,,,,,,152093,{27076D15-FD62-778E-E063-782F520A63DA},,,
Bus_134,,,Active,Live,,,,Bus Lane,,,,,,152094,{27076D15-FD63-778E-E063-782F520A63DA},,,
Bus_135,,,Active,Live,,,,Bus Lane,,,,,,152095,{27076D15-FD64-778E-E063-782F520A63DA},,,
Bus_136,,,Active,Live,,,,Bus Lane,,,,,,152096,{27076D15-FD65-778E-E063-782F520A63DA},,,
Bus_137,,,Active,Live,,,,Bus Lane,,,,,,152097,{27076D15-FD66-778E-E063-782F520A63DA},,,
Bus_138,,,Active,Live,,,,Bus Lane,,,,,,152098,{27076D15-FD67-778E-E063-782F520A63DA},,,
Bus_139,,,Active,Live,,,,Bus Lane,,,,,,152099,{27076D15-FD68-778E-E063-782F520A63DA},,,
Bus_140,,,Active,Live,,,,Bus Lane,,,,,,152100,{27076D15-FD69-778E-E063-782F520A63DA},,,
SchoolBus_1,,,Active,Live,,,,School Bus,,,,,,152101,{27076D15-FD6A-778E-E063-782F520A63DA},,,
SchoolBus_2,,,Active,Live,,,,School Bus,,,,,,152102,{27076D15-FD6B-778E-E063-782F520A63DA},,,
SchoolBus_3,,,Active,Live,,,,School Bus,,,,,,152103,{27076D15-FD6C-778E-E063-782F520A63DA},,,
SchoolBus_4,,,Active,Live,,,,School Bus,,,,,,152104,{27076D15-FD6D-778E-E063-782F520A63DA},,,
SchoolBus_5,,,Active,Live,,,,School Bus,,,,,,152105,{27076D15-FD6E-778E-E063-782F520A63DA},,,
SchoolBus_6,,,Active,Live,,,,School Bus,,,,,,152106,{27076D15-FD6F-778E-E063-782F520A63DA},,,
SchoolBus_7,,,Active,Live,,,,School Bus,,,,,,152107,{27076D15-FD70-778E-E063-782F520A63DA},,,
SchoolBus_8,,,Active,Live,,,,School Bus,,,,,,152108,{27076D15-FD71-778E-E063-782F520A63DA},,,
SchoolBus_9,,,Active,Live,,,,School Bus,,,,,,152109,{27076D15-FD72-778E-E063-782F520A63DA},,,
SchoolBus_10,,,Active,Live,,,,School Bus,,,,,,152110,{27076D15-FD73-778E-E063-782F520A63DA},,,
SchoolBus_11,,,Active,Live,,,,School Bus,,,,,,152111,{27076D15-FD74-778E-E063-782F520A63DA},,,
SchoolBus_12,,,Active,Live,,,,School Bus,,,,,,152112,{27076D15-FD75-778E-E063-782F520A63DA},,,
SchoolBus_13,,,Active,Live,,,,School Bus,,,,,,152113,{27076D15-FD76-778E-E063-782F520A63DA},,,
SchoolBus_14,,,Active,Live,,,,School Bus,,,,,,152114,{27076D15-FD77-778E-E063-782F520A63DA},,,
SchoolBus_15,,,Active,Live,,,,School Bus,,,,,,152115,{27076D15-FD78-778E-E063-782F520A63DA},,,
SchoolBus_16,,,Active,Live,,,,School Bus,,,,,,152116,{27076D15-FD79-778E-E063-782F520A63DA},,,
SchoolBus_17,,,Active,Live,,,,School Bus,,,,,,152117,{27076D15-FD7A-778E-E063-782F520A63DA},,,
SchoolBus_18,,,Active,Live,,,,School Bus,,,,,,152118,{27076D15-FD7B-778E-E063-782F520A63DA},,,
SchoolBus_19,,,Active,Live,,,,School Bus,,,,,,152119,{27076D15-FD7C-778E-E063-782F520A63DA},,,
SchoolBus_20,,,Active,Live,,,,School Bus,,,,,,152120,{27076D15-FD7D-778E-E063-782F520A63DA},,,
SchoolBus_21,,,Active,Live,,,,School Bus,,,,,,152121,{27076D15-FD7E-778E-E063-782F520A63DA},,,
SchoolBus_22,,,Active,Live,,,,School Bus,,,,,,152122,{27076D15-FD7F-778E-E063-782F520A63DA},,,
SchoolBus_23,,,Active,Live,,,,School Bus,,,,,,152123,{27076D15-FD80-778E-E063-782F520A63DA},,,
SchoolBus_24,,,Active,Live,,,,School Bus,,,,,,152124,{27076D15-FD81-778E-E063-782F520A63DA},,,
SchoolBus_25,,,Active,Live,,,,School Bus,,,,,,152125,{27076D15-FD82-778E-E063-782F520A63DA},,,
ATE 0360,600 BLK NEW YORK AVE NE W/B,1525,Active,Live,2024/03/28 04:00:00+00,,Fixed,Speed,35,38.91257,-76.99432,400492.80430574,138299.82584493,152126,{27076D15-FD83-778E-E063-782F520A63DA},5.0,5D,5D01
ATE 0363,600 BLK SOUTHERN AVE SE NE/B,1817,Active,Live,2024/01/23 05:00:00+00,,Fixed,Speed,30,38.82456,-76.99696,400264.16603217,128530.05400718,152127,{27076D15-FD84-778E-E063-782F520A63DA},8.0,8E,8E09
ATE 0364,6000 BLK GEORGIA AVE NW N/B,1415,Active,Live,2023/11/25 05:00:00+00,,Fixed,Speed,30,38.96329,-77.02783,397588.24682235,143930.5433178,152128,{27076D15-FD85-778E-E063-782F520A63DA},4.0,4B,4B05
ATE 0365,6000 BLK GEORGIA AVE NW S/B,1416,Active,Live,2023/11/25 05:00:00+00,,Fixed,Speed,30,38.96314,-77.02804,397570.04166234,143913.89749069,152129,{27076D15-FD86-778E-E063-782F520A63DA},4.0,4A,4A06
ATE 0366,6100 BLK EASTERN AVE NE SE/B,9417,Retired,Idle,2016/06/28 04:00:00+00,,,Speed,25,,,,,152130,{27076D15-FD87-778E-E063-782F520A63DA},,,
ATE 0367,6300 BLK BLAIR ROAD NW S/B,9410,Retired,Idle,2011/11/29 05:00:00+00,,,Speed,30,,,,,152131,{27076D15-FD88-778E-E063-782F520A63DA},,,
ATE 0368,6400 BLK KANSAS AVE NE NE/B,8433,Retired,Idle,2015/05/10 04:00:00+00,,,Speed,25,,,,,152132,{27076D15-FD89-778E-E063-782F520A63DA},,,
ATE 0369,6600 BLK BLAIR RD NW S/B,1408,Active,Live,2024/01/26 05:00:00+00,,,Speed,25,38.97039,-77.01536,398669.11548175,144718.45435108,152133,{27076D15-FD8A-778E-E063-782F520A63DA},4.0,4B,4B07
ATE 0371,6TH ST S/B @ L ST NE,8114,Retired,Idle,2014/09/23 04:00:00+00,,,Stop Sign,25,,,,,152134,{27076D15-FD8B-778E-E063-782F520A63DA},,,
ATE 0372,2800 BLK NEW YORK AVE NE E/B,9507,Retired,Idle,2020/01/11 05:00:00+00,,,Speed,25,,,,,152135,{27076D15-FD8C-778E-E063-782F520A63DA},,,
ATE 0375,700 BLK N CAPITOL ST NE N/B,1611,Active,Live,2024/02/08 05:00:00+00,,Portable,Speed,25,38.899103,-77.008958,399223.12489077,136804.90245424,152136,{27076D15-FD8D-778E-E063-782F520A63DA},6.0,6E,6E07
ATE 0377,7300 BLK ALASKA AVE NW NE/B,8434,Retired,Idle,2016/05/14 04:00:00+00,,,Speed,30,,,,,152137,{27076D15-FD8E-778E-E063-782F520A63DA},,,
ATE 0378,7400 BLK BLAIR RD NW SE/B,8499,Retired,Idle,2017/01/25 05:00:00+00,,,Truck Restriction,25,,,,,152138,{27076D15-FD8F-778E-E063-782F520A63DA},,,
ATE 0381,800 BLK EASTERN AVE NE E/B,1715,Active,Live,2024/03/20 04:00:00+00,,,Speed,25,38.901041,-76.919927,406945.92385949,137023.0438524,152139,{27076D15-FD90-778E-E063-782F520A63DA},7.0,7C,7C06
ATE 0383,800 BLK RIDGE RD  SE NW/B,1720,Active,Live,2024/03/17 04:00:00+00,,,Speed,25,38.875839,-76.940344,405176.72925163,134224.07136452,152140,{27076D15-FD91-778E-E063-782F520A63DA},7.0,7E,7E01
ATE 0385,8TH ST S/B @ HAMILTON ST NW,8419,Retired,Idle,2014/09/30 04:00:00+00,,,Stop Sign,25,,,,,152141,{27076D15-FD92-778E-E063-782F520A63DA},,,
ATE 0386,9TH ST S/B @ PEABODY ST NW,3410,Active,Live,2024/03/17 04:00:00+00,,,Stop Sign,20,38.962957,-77.02592,397753.77006905,143893.528481,152142,{27076D15-FD93-778E-E063-782F520A63DA},4.0,4B,4B05
ATE 0387,9TH ST SE/B @ BARNABY ST SE,3809,Active,Live,2024/01/31 05:00:00+00,,,Stop Sign,20,38.832482,-76.991189,400765.209319,129409.48126974,152143,{27076D15-FD94-778E-E063-782F520A63DA},8.0,8E,8E06
ATE 0390,BLADENSBURG RD N/B @ NY AVE NE,8504,Retired,Idle,2017/02/28 05:00:00+00,,,Speed,30,,,,,152144,{27076D15-FD95-778E-E063-782F520A63DA},,,
ATE 0393,BLAGDEN AVE NE/B @ ALLISON ST NW,3403,Active,Live,2023/09/01 04:00:00+00,,,Stop Sign,25,38.944743,-77.043433,396235.00390138,141872.18529837,152145,{27076D15-FD96-778E-E063-782F520A63DA},4.0,4E,4E06
ATE 0394,BRANCH AVE N/B @ ALABAMA AVE SE,8604,Retired,Idle,2019/04/25 04:00:00+00,,,Speed,25,,,,,152146,{27076D15-FD97-778E-E063-782F520A63DA},,,
ATE 0395,BRUCE PL E/B @ 15TH PL SE,3801,Active,Live,2023/09/01 04:00:00+00,,,Stop Sign,25,38.850809,-76.983149,401462.91445346,131444.00263176,152147,{27076D15-FD98-778E-E063-782F520A63DA},8.0,8C,8C03
ATE 0396,C ST W/B @ 50TH ST SE,8620,Retired,Idle,2014/09/20 04:00:00+00,,,Stop Sign,25,,,,,152148,{27076D15-FD99-778E-E063-782F520A63DA},,,
ATE 0399,CANAL RD NW .3 M S/O AZ AVE S/B,9240,Retired,Idle,2014/09/26 04:00:00+00,,,Speed,40,,,,,152149,{27076D15-FD9A-778E-E063-782F520A63DA},,,
ATE 0400,4400 BLK S DAKOTA AVE NE SE/B,8514,Retired,Idle,2017/11/06 05:00:00+00,,,Speed,25,,,,,152150,{27076D15-FD9B-778E-E063-782F520A63DA},,,
ATE 0401,COLORADO AVE N/B @ MONTAGUE ST NW,8418,Retired,Idle,2014/10/25 04:00:00+00,,,Stop Sign,30,,,,,152151,{27076D15-FD9C-778E-E063-782F520A63DA},,,
ATE 0403,CONNECTICUT AVE N/B @ CALVERT ST NW,2306,Active,Live,2023/12/15 05:00:00+00,,,Red Light,25,38.92321,-77.05121,395559.47926275,139482.18506858,152152,{27076D15-FD9D-778E-E063-782F520A63DA},3.0,3C,3C01
ATE 0404,CONN AVE N/B @ MILITARY RD NW,8201,Retired,Idle,2014/09/19 04:00:00+00,,,Speed,30,,,,,152153,{27076D15-FD9E-778E-E063-782F520A63DA},,,
ATE 0406,CONNECTICUT AVE S/B @ NEBRASKA AVE,2305,Active,Live,2023/12/20 05:00:00+00,,,Red Light,30,38.956293,-77.070682,393873.79661662,143155.81582137,152154,{27076D15-FD9F-778E-E063-782F520A63DA},3.0,3F,3F06
ATE 0407,CONNECTICUT AVE S/B @ PORTER ST NW,8226,Retired,Idle,2014/12/04 05:00:00+00,,,Speed,30,,,,,152155,{27076D15-FDA0-778E-E063-782F520A63DA},,,
ATE 0408,CONSTITUTION AVE W/B @ 15TH ST NW,2221,Active,Live,2024/05/14 04:00:00+00,,,Red Light,30,38.892216,-77.033135,397125.61507946,136040.87460809,152156,{27076D15-FDA1-778E-E063-782F520A63DA},2.0,2C,2C03
ATE 0411,DC 295 .4 MI S/O PENN AVE SE SW/B,9708,Retired,Idle,2022/04/28 04:00:00+00,,,Speed,50,,,,,152157,{27076D15-FDA2-778E-E063-782F520A63DA},,,
ATE 0412,DC295 .4 MI S/O BURROUGHS AV NE S/B,8612,Retired,Idle,2014/10/21 04:00:00+00,,,Speed,50,,,,,152158,{27076D15-FDA3-778E-E063-782F520A63DA},,,
ATE 0413,DC295 .7 MILES S/O EASTERN AVE NE S,1707,Active,Live,2024/03/27 04:00:00+00,,,Speed,50,38.89755,-76.95006,404332.32232717,136633.65381667,152159,{27076D15-FDA4-778E-E063-782F520A63DA},7.0,7D,7D03
ATE 0415,DC295 NE .1MILE S/O EASTERN AVE S/B,9621,Retired,Idle,2018/05/31 04:00:00+00,,,Speed,50,,,,,152160,{27076D15-FDA5-778E-E063-782F520A63DA},,,
ATE 0416,DC295 NE AT BENNING RD EXIT N/B,1706,Active,Live,2024/03/14 04:00:00+00,,,Speed,50,38.896061,-76.951401,404216.08284182,136468.30025168,152161,{27076D15-FDA6-778E-E063-782F520A63DA},7.0,7D,7D03
ATE 0417,DC295 SE 1 MILE N/O E/1 S/B (WZ),9719,Retired,Idle,2022/01/29 05:00:00+00,,,Speed,40,,,,,152162,{27076D15-FDA7-778E-E063-782F520A63DA},,,
ATE 0418,DC295 SW 0.05 MILE S/O EXIT 1 N/B,1802,Active,Live,2024/03/14 04:00:00+00,,,Speed,50,38.822396,-77.016752,398545.47210564,128289.96490427,152163,{27076D15-FDA8-778E-E063-782F520A63DA},8.0,8D,8D04
ATE 0422,E CAPITOL ST E/B @ TEXAS AVE SE,8601,Retired,Idle,2019/12/14 05:00:00+00,,,Speed,30,,,,,152164,{27076D15-FDA9-778E-E063-782F520A63DA},,,
ATE 0424,E CAPITOL ST W/B @ BENNING RD NE,8602,Retired,Idle,2014/04/29 04:00:00+00,,,Speed,30,,,,,152165,{27076D15-FDAA-778E-E063-782F520A63DA},,,
ATE 0427,EASTERN AVE NW/B @ N GATE RD NW,8435,Retired,Idle,2016/07/26 04:00:00+00,,,Stop Sign,25,,,,,152166,{27076D15-FDAB-778E-E063-782F520A63DA},,,
ATE 0429,FESSENDEN ST E/B @ 44TH ST NW,3302,Active,Live,2023/09/01 04:00:00+00,,,Stop Sign,25,38.954428,-77.086268,392522.67878054,142949.94518981,152167,{27076D15-FDAC-778E-E063-782F520A63DA},3.0,3E,3E03
ATE 0430,FESSENDEN ST W/B @ 41ST ST NW,8221,Retired,Idle,2015/03/22 04:00:00+00,,,Stop Sign,25,,,,,152168,{27076D15-FDAD-778E-E063-782F520A63DA},,,
ATE 0432,FLORIDA AVE NW/B @ NEW YORK AVE NE,521,Retired,Idle,2010/05/20 04:00:00+00,,,Red Light,25,,,,,152169,{27076D15-FDAE-778E-E063-782F520A63DA},,,
ATE 0433,FLORIDA AVE SE/B @ N CAPITOL ST NW,502,Retired,Idle,2010/06/08 04:00:00+00,,,Red Light,25,,,,,152170,{27076D15-FDAF-778E-E063-782F520A63DA},,,
ATE 0434,FLORIDA AVE SE/B @ NEW YORK AVE NE,512,Retired,Idle,2010/06/12 04:00:00+00,,,Red Light,25,,,,,152171,{27076D15-FDB0-778E-E063-782F520A63DA},,,
ATE 0436,FORT LINCOLN DR S/B @ 31ST PL NE,8517,Retired,Idle,2019/10/23 04:00:00+00,,,Stop Sign,25,,,,,152172,{27076D15-FDB1-778E-E063-782F520A63DA},,,
