ENFORCEMENT_SPACE_CODE,LOCATION_DESCRIPTION,SITE_CODE,ACTIVE_STATUS,CAMERA_STATUS,START_DATE,END_DATE,DEVICE_MOBILITY,ENFORCEMENT_TYPE,SPEED_LIMIT,CAMERA_LATITUDE,CAMERA_LONGITUDE,CAMERA_EASTING,CAMERA_NORTHING,OBJECTID,GLOBALID,WARD,ANC,SMD
ATE 0063,1400 BLK S CAPITOL ST SW S/B,9127,Retired,Idle,2018/05/22 04:00:00+00,,,Speed,25,,,,,152406,{27076D15-FE9B-778E-E063-782F520A63DA},,,
ATE 0064,1400 BLK SOUTHERN AVE SE SW/B,1812,Active,Live,2024/04/02 04:00:00+00,,,Speed,25,38.84028,-76.97698,401998.70094774,130275.32730624,152407,{27076D15-FE9C-778E-E063-782F520A63DA},8.0,8E,8E05
ATE 0065,1400 BLK U ST NW E/B,1110,Active,Live,2023/12/17 05:00:00+00,,Fixed,Speed,25,38.91716,-77.03322,397119.24874629,138809.86284466,152408,{27076D15-FE9D-778E-E063-782F520A63DA},1.0,1B,1B07
ATE 0067,14TH ST N/B @ FORT STEVENS DR NW,3411,Active,Live,2024/03/17 04:00:00+00,,,Stop Sign,25,38.963692,-77.033491,397097.64198602,143975.33385563,152409,{27076D15-FE9E-778E-E063-782F520A63DA},4.0,4A,4A07
ATE 0069,14TH ST N/B @ K ST NW,8121,Retired,Idle,2019/05/03 04:00:00+00,,,Speed,25,,,,,152410,{27076D15-FE9F-778E-E063-782F520A63DA},,,
ATE 0070,14TH ST N/B @ TAYLOR ST NE,3502,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.940339,-76.985855,401226.48400113,141382.5014388,152411,{27076D15-FEA0-778E-E063-782F520A63DA},5.0,5B,5B02
ATE 0071,14TH ST N/B @ VAN BUREN ST NW,8444,Retired,Idle,2023/05/22 04:00:00+00,,,Stop Sign,25,,,,,152412,{27076D15-FEA1-778E-E063-782F520A63DA},,,
ATE 0072,14TH ST N/B @ C ST SW,8101,Retired,Idle,2014/10/21 04:00:00+00,,,Speed,25,,,,,152413,{27076D15-FEA2-778E-E063-782F520A63DA},,,
ATE 0073,UNIT BLK IRVING ST NW E/B,8414,Retired,Idle,2020/09/28 04:00:00+00,,,Speed,25,,,,,152414,{27076D15-FEA3-778E-E063-782F520A63DA},,,
ATE 0074,14TH ST S/B @ U ST NW,8313,Retired,Idle,2018/12/29 05:00:00+00,,,Speed,25,,,,,152415,{27076D15-FEA4-778E-E063-782F520A63DA},,,
ATE 0075,1500 BLK GALLATIN ST NE NW/B,9421,Retired,Idle,2022/08/30 04:00:00+00,,,Speed,25,,,,,152416,{27076D15-FEA5-778E-E063-782F520A63DA},,,
ATE 0077,1500 BLK RHODE ISLAND AVE NE SW/B,9294,Retired,Idle,2022/10/17 04:00:00+00,,,Speed,30,,,,,152417,{27076D15-FEA6-778E-E063-782F520A63DA},,,
ATE 0079,1500 BLK U ST NW E/B,1116,Active,Live,2023/12/18 05:00:00+00,,Fixed,Speed,25,38.91693,-77.0357,396904.16578534,138784.41212053,152418,{27076D15-FEA7-778E-E063-782F520A63DA},2.0,2B,2B09
ATE 0080,1500 BLK WEST VIRGINIA AVE NE NE/B,9506,Retired,Idle,2014/06/19 04:00:00+00,,,Speed,25,,,,,152419,{27076D15-FEA8-778E-E063-782F520A63DA},,,
ATE 0082,1600 BLK BENNING RD NE W/B,1518,Active,Live,2024/02/24 05:00:00+00,,,Speed,30,38.89985,-76.98086,401660.46675591,136887.96128941,152420,{27076D15-FEA9-778E-E063-782F520A63DA},5.0,5D,5D07
ATE 0083,1600 BLK MICHIGAN AVE NE W/B,1531,Active,Live,2024/03/29 04:00:00+00,,,Speed,25,38.9426,-76.98219,401544.171455,141633.54804063,152421,{27076D15-FEAA-778E-E063-782F520A63DA},5.0,5B,5B01
ATE 0084,1600 BLK MONROE ST NE E/B,8547,Retired,Idle,2021/07/15 04:00:00+00,,,Speed,25,,,,,152422,{27076D15-FEAB-778E-E063-782F520A63DA},,,
ATE 0085,1600 BLK NEW JERSEY AVE NW S/B,9307,Retired,Idle,2023/02/07 05:00:00+00,,,Speed,25,,,,,152423,{27076D15-FEAC-778E-E063-782F520A63DA},,,
ATE 0087,16TH ST N/B @ OAK ST NW,2110,Active,Live,2024/03/14 04:00:00+00,,,Red Light,30,38.93459,-77.036364,396847.36250099,140744.84510661,152424,{27076D15-FEAD-778E-E063-782F520A63DA},1.0,1D,1D06
ATE 0089,16TH ST S/B @ COLORADO AVE NW,1401,Active,Live,2023/09/06 04:00:00+00,,,Speed,25,38.95281,-77.03651,396835.51299886,142767.43206225,152425,{27076D15-FEAE-778E-E063-782F520A63DA},4.0,4E,4E06
ATE 0092,1700 BLK IRVING ST NW E/B,4317,Retired,Idle,2017/06/12 04:00:00+00,,,Speed,25,,,,,152426,{27076D15-FEAF-778E-E063-782F520A63DA},,,
ATE 0093,1700 BLK MONROE ST NE W/B,9566,Retired,Idle,2024/06/11 04:00:00+00,,,Speed,25,,,,,152427,{27076D15-FEB0-778E-E063-782F520A63DA},,,
ATE 0094,1700 BLK N CAPITOL ST NE N/B,1501,Active,Live,2023/08/11 04:00:00+00,,,Speed,25,38.91248,-77.008959,399223.18391103,138289.85793257,152428,{27076D15-FEB1-778E-E063-782F520A63DA},5.0,5F,5F07
ATE 0098,1800 BLK ALABAMA AVE SE NE/B,1721,Active,Live,2024/03/25 04:00:00+00,,,Speed,25,38.84806,-76.97825,401888.23829127,131138.93421034,152429,{27076D15-FEB2-778E-E063-782F520A63DA},8.0,8C,8C05
ATE 0100,1800 BLK CONNECTICUT AVE NW S/B,1309,Active,Live,2023/11/25 05:00:00+00,,,Speed,25,38.915964,-77.046507,395966.892978,138677.60010442,152430,{27076D15-FEB3-778E-E063-782F520A63DA},2.0,2D,2D01
ATE 0101,1800 BLK MONROE ST NE W/B,8595,Retired,Idle,2017/01/16 05:00:00+00,,,Truck Restriction,25,,,,,152431,{27076D15-FEB4-778E-E063-782F520A63DA},,,
ATE 0106,1900 BLK BRANCH AVE SE N/B,1718,Active,Live,2024/03/26 04:00:00+00,,,Speed,25,38.8661,-76.9597,403497.62415996,133142.05061531,152432,{27076D15-FEB5-778E-E063-782F520A63DA},7.0,7B,7B02
ATE 0108,1900 BLOCK FOXHALL RD NW N/B,9205,Retired,Idle,2012/04/12 04:00:00+00,,,Speed,25,,,,,152433,{27076D15-FEB6-778E-E063-782F520A63DA},,,
ATE 0111,1900 BLK INDEPENDENCE AVE SE E/B,1739,Active,Live,2024/03/28 04:00:00+00,,Portable,Speed,25,38.887504,-76.977115,401985.66667721,135517.53295619,152434,{27076D15-FEB7-778E-E063-782F520A63DA},7.0,7F,7F07
ATE 0113,1900 BLK SOUTHERN AVE SE NE/B,1813,Active,Live,2024/03/28 04:00:00+00,,,Speed,30,38.841705,-76.97495,402174.89496635,130433.55849983,152435,{27076D15-FEB8-778E-E063-782F520A63DA},8.0,8E,8E05
ATE 0116,19TH ST S/B @ S ST NW,3203,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.914431,-77.04337,396238.86664435,138507.2904708,152436,{27076D15-FEB9-778E-E063-782F520A63DA},2.0,2B,2B01
ATE 0117,1ST ST S/B @ N ST NW,3603,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.907787,-77.012103,398950.43989029,137768.92793265,152437,{27076D15-FEBA-778E-E063-782F520A63DA},5.0,5E,5E01
ATE 0119,200 BLK 44TH ST NE S/B,8629,Retired,Idle,2014/10/05 04:00:00+00,,,Speed,25,,,,,152438,{27076D15-FEBB-778E-E063-782F520A63DA},,,
ATE 0121,200 BLK H ST NE E/B,1603,Active,Live,2024/03/17 04:00:00+00,,,Speed,25,38.900084,-77.004366,399621.46285475,136913.77220954,152439,{27076D15-FEBC-778E-E063-782F520A63DA},6.0,6C,6C04
ATE 0122,200 BLK M ST SE E/B,8103,Retired,Idle,2014/11/15 05:00:00+00,,,Speed,25,,,,,152440,{27076D15-FEBD-778E-E063-782F520A63DA},,,
ATE 0123,200 BLK MASSACHUSETTS AVE NW NW/B,8131,Retired,Idle,2022/05/18 04:00:00+00,,,Speed,25,,,,,152441,{27076D15-FEBE-778E-E063-782F520A63DA},,,
ATE 0124,200 BLK NEW YORK AVE NW E/B,1206,Active,Live,2023/12/18 05:00:00+00,,,Speed,25,38.90554,-77.01398,398787.60126033,137519.51593663,152442,{27076D15-FEBF-778E-E063-782F520A63DA},6.0,6E,6E03
ATE 0125,200 BLK RHODE ISLAND AVE NW E/B,1119,Active,Live,2024/02/09 05:00:00+00,,Fixed,Speed,25,38.91469,-77.01494,398704.49988818,138535.25410962,152443,{27076D15-FEC0-778E-E063-782F520A63DA},5.0,5E,5E03
ATE 0126,200 BLK RHODE ISLAND AVE NW W/B,1120,Active,Live,2024/02/09 05:00:00+00,,Fixed,Speed,25,38.91501,-77.01472,398723.58533307,138570.77366272,152444,{27076D15-FEC1-778E-E063-782F520A63DA},1.0,1B,1B01
ATE 0127,200 BLK RIGGS RD NE E/B,1404,Active,Live,2024/04/02 04:00:00+00,,,Speed,25,38.95572,-77.00438,399620.54490437,143089.84481257,152445,{27076D15-FEC2-778E-E063-782F520A63DA},5.0,5A,5A07
ATE 0129,2000 BLK BRANCH AVE SE S/B,1705,Active,Live,2024/04/03 04:00:00+00,,,Speed,26,38.86574,-76.95979,403489.83110598,133102.08453442,152446,{27076D15-FEC3-778E-E063-782F520A63DA},7.0,7B,7B02
ATE 0130,2000 BLK PARK RD NW N/B,8437,Retired,Idle,2018/08/22 04:00:00+00,,,Speed,25,,,,,152447,{27076D15-FEC4-778E-E063-782F520A63DA},,,
ATE 0133,2100 BLK 38TH ST SE N/B,1708,Active,Live,2024/03/22 04:00:00+00,,,Speed,25,38.86414,-76.95231,404139.07940899,132924.78536715,152448,{27076D15-FEC5-778E-E063-782F520A63DA},7.0,7B,7B06
ATE 0135,2100 BLK QUEENS CHAPEL RD NE SE/B,8539,Retired,Idle,2017/10/20 04:00:00+00,,,Speed,25,,,,,152449,{27076D15-FEC6-778E-E063-782F520A63DA},,,
